UserID,UserName,Age,AgeGroup,Gender,Email,TotalEnrollments,TotalSpend,FavoriteCategory,DominantLevel,FreeCoursesTaken,PaidCoursesTaken,FirstEnrollmentDate,LastEnrollmentDate,ActivityTier
U01601,phall,23,18–25,Female,kathleensandoval@yahoo.com,2,346.71,Design,Beginner,1,1,2025-07-02,2025-08-04,Moderate (2-3)
U01602,davisangel,31,26–35,Female,ballen@outlook.com,13,871.4,Artificial Intelligence,Beginner,10,3,2025-01-24,2025-12-01,Power Learner (8+)
U01603,kennethmartinez,32,26–35,Male,bromero@outlook.com,2,89.59,Artificial Intelligence,Intermediate,1,1,2025-03-15,2025-09-19,Moderate (2-3)
U01604,kevinmeza,31,26–35,Female,timothy98@yahoo.com,1,0.0,Project Management,Intermediate,1,0,2025-02-10,2025-02-10,Single-Course (1)
U01605,acurtis,18,18–25,Male,arthur42@yahoo.com,1,57.32,Web Development,Advanced,0,1,2025-11-19,2025-11-19,Single-Course (1)
U01606,mdavies,17,<18,Female,grosscharles@gmail.com,1,346.71,Project Management,Advanced,0,1,2025-04-30,2025-04-30,Single-Course (1)
U01607,ryan98,25,18–25,Male,obaird@outlook.com,1,89.59,Artificial Intelligence,Intermediate,0,1,2025-01-12,2025-01-12,Single-Course (1)
U01608,debbie14,15,<18,Female,watsonroger@outlook.com,1,0.0,Machine Learning,Intermediate,1,0,2025-04-18,2025-04-18,Single-Course (1)
U01609,jonesjoan,15,<18,Male,tyler47@hotmail.com,1,0.0,Web Development,Beginner,1,0,2025-08-26,2025-08-26,Single-Course (1)
U01610,kgarcia,31,26–35,Male,michael22@gmail.com,1,0.0,Marketing,Advanced,1,0,2025-12-15,2025-12-15,Single-Course (1)
U01611,sheilawilson,27,26–35,Male,jerrylynn@hotmail.com,1,0.0,Marketing,Advanced,1,0,2025-07-01,2025-07-01,Single-Course (1)
U01612,htaylor,29,26–35,Male,kristine84@outlook.com,1,0.0,Machine Learning,Intermediate,1,0,2025-02-28,2025-02-28,Single-Course (1)
U01613,alex16,25,18–25,Male,rhodesjessica@outlook.com,1,0.0,Cybersecurity,Beginner,1,0,2025-03-30,2025-03-30,Single-Course (1)
U01614,mcarpenter,17,<18,Male,geoffrey77@hotmail.com,1,0.0,Digital Marketing,Intermediate,1,0,2025-12-25,2025-12-25,Single-Course (1)
U01615,allisonpeters,29,26–35,Male,ndaniel@gmail.com,1,0.0,Machine Learning,Advanced,1,0,2025-03-24,2025-03-24,Single-Course (1)
U01616,lcalderon,20,18–25,Male,nataliemartin@gmail.com,1,0.0,Web Development,Beginner,1,0,2025-03-10,2025-03-10,Single-Course (1)
U01617,marquezedward,21,18–25,Male,brownbelinda@hotmail.com,1,0.0,Programming,Beginner,1,0,2025-10-19,2025-10-19,Single-Course (1)
U01618,victoriawebster,15,<18,Female,robertmccall@hotmail.com,13,898.9499999999999,Marketing,Beginner,8,5,2025-02-13,2025-12-07,Power Learner (8+)
U01619,dbrown,20,18–25,Female,william74@hotmail.com,1,490.9,Artificial Intelligence,Beginner,0,1,2025-05-15,2025-05-15,Single-Course (1)
U01620,dtorres,19,18–25,Female,donovankatherine@gmail.com,1,0.0,Digital Marketing,Beginner,1,0,2025-06-20,2025-06-20,Single-Course (1)
U01621,kylebell,16,<18,Female,amy94@gmail.com,2,0.0,Business,Advanced,2,0,2025-01-15,2025-05-09,Moderate (2-3)
U01622,scottkennedy,15,<18,Female,christina10@hotmail.com,1,0.78,Machine Learning,Advanced,0,1,2025-03-01,2025-03-01,Single-Course (1)
U01623,sarathomas,23,18–25,Male,garciasean@gmail.com,1,0.0,Digital Marketing,Beginner,1,0,2025-12-09,2025-12-09,Single-Course (1)
U01624,markwells,34,26–35,Female,william38@hotmail.com,4,809.56,Artificial Intelligence,Intermediate,1,3,2025-10-20,2025-12-29,Active (4-7)
U01625,taylorjoshua,33,26–35,Female,brittany29@outlook.com,3,394.26,Cybersecurity,Intermediate,2,1,2025-08-09,2025-10-30,Moderate (2-3)
U01626,amythornton,26,26–35,Female,howardjennifer@yahoo.com,1,0.0,Finance,Beginner,1,0,2025-08-19,2025-08-19,Single-Course (1)
U01627,collinslisa,23,18–25,Female,diazjessica@outlook.com,13,732.86,Cybersecurity,Beginner,9,4,2025-01-14,2025-12-18,Power Learner (8+)
U01628,emilymartin,26,26–35,Male,martincynthia@gmail.com,14,1576.41,Business,Advanced,8,6,2025-03-08,2025-12-08,Power Learner (8+)
U01629,hansondennis,28,26–35,Female,shannondelgado@hotmail.com,1,53.86,Finance,Beginner,0,1,2025-01-29,2025-01-29,Single-Course (1)
U01630,laurie24,33,26–35,Male,fnichols@gmail.com,1,0.0,Data Science,Intermediate,1,0,2025-10-23,2025-10-23,Single-Course (1)
U01631,aaron63,18,18–25,Female,gregorylarsen@hotmail.com,2,394.26,Cybersecurity,Intermediate,1,1,2025-05-06,2025-10-17,Moderate (2-3)
U01632,ygarcia,21,18–25,Male,gouldphilip@yahoo.com,1,0.0,Cybersecurity,Intermediate,1,0,2025-04-16,2025-04-16,Single-Course (1)
U01633,randy38,34,26–35,Male,asimmons@hotmail.com,1,0.0,Project Management,Beginner,1,0,2025-07-11,2025-07-11,Single-Course (1)
U01634,kevin78,35,26–35,Male,victormiller@yahoo.com,1,0.0,Data Science,Intermediate,1,0,2025-12-02,2025-12-02,Single-Course (1)
U01635,candrews,18,18–25,Female,collierjeremy@gmail.com,14,743.14,Business,Advanced,10,4,2025-03-19,2025-12-25,Power Learner (8+)
U01636,stevenknapp,19,18–25,Male,zadams@hotmail.com,1,0.0,Design,Advanced,1,0,2025-05-09,2025-05-09,Single-Course (1)
U01637,ferrellgeorge,30,26–35,Male,robertwade@yahoo.com,13,1567.34,Digital Marketing,Beginner,7,6,2025-02-09,2025-10-06,Power Learner (8+)
U01638,jonathan56,26,26–35,Male,leesavannah@yahoo.com,1,0.0,Web Development,Beginner,1,0,2025-08-26,2025-08-26,Single-Course (1)
U01639,ubridges,27,26–35,Male,seth87@hotmail.com,1,0.0,Programming,Intermediate,1,0,2025-01-08,2025-01-08,Single-Course (1)
U01640,taylorkimberly,23,18–25,Female,thomas13@yahoo.com,1,0.0,Marketing,Intermediate,1,0,2025-07-29,2025-07-29,Single-Course (1)
U01641,bbowen,17,<18,Male,qlewis@gmail.com,1,0.0,Finance,Intermediate,1,0,2025-05-10,2025-05-10,Single-Course (1)
U01642,juliehernandez,26,26–35,Male,hnelson@outlook.com,1,0.0,Data Science,Beginner,1,0,2025-05-18,2025-05-18,Single-Course (1)
U01643,moorejulia,25,18–25,Male,englishjustin@yahoo.com,1,89.59,Artificial Intelligence,Intermediate,0,1,2025-12-28,2025-12-28,Single-Course (1)
U01644,katherine11,23,18–25,Male,awallace@outlook.com,3,487.92,Business,Advanced,2,1,2025-03-27,2025-11-02,Moderate (2-3)
U01645,curtis73,19,18–25,Male,jbaker@hotmail.com,3,0.78,Business,Advanced,2,1,2025-04-02,2025-12-20,Moderate (2-3)
U01646,wrojas,28,26–35,Female,daviddaugherty@outlook.com,1,0.0,Programming,Intermediate,1,0,2025-05-09,2025-05-09,Single-Course (1)
U01647,smithvincent,17,<18,Female,kellyflores@hotmail.com,13,1297.69,Cybersecurity,Beginner,10,3,2025-01-25,2025-12-15,Power Learner (8+)
U01648,mmosley,22,18–25,Female,jessica65@hotmail.com,4,118.46000000000001,Machine Learning,Advanced,2,2,2025-05-06,2025-11-26,Active (4-7)
U01649,maryharris,35,26–35,Male,taylor63@outlook.com,13,2151.13,Artificial Intelligence,Intermediate,7,6,2025-01-01,2025-12-15,Power Learner (8+)
U01650,bethpalmer,33,26–35,Male,tonyward@gmail.com,1,0.0,Machine Learning,Advanced,1,0,2025-01-01,2025-01-01,Single-Course (1)
U01651,anthonygomez,25,18–25,Female,ologan@yahoo.com,1,212.39,Digital Marketing,Advanced,0,1,2025-01-24,2025-01-24,Single-Course (1)
U01652,markharper,35,26–35,Male,lisajones@yahoo.com,2,327.99,Cybersecurity,Beginner,1,1,2025-02-16,2025-10-09,Moderate (2-3)
U01653,richard46,21,18–25,Female,geraldbrown@outlook.com,1,0.0,Design,Advanced,1,0,2025-10-03,2025-10-03,Single-Course (1)
U01654,lori03,22,18–25,Female,parkmarisa@outlook.com,15,2711.54,Business,Advanced,7,8,2025-01-07,2025-11-02,Power Learner (8+)
U01655,austinlee,23,18–25,Male,rodneyreed@hotmail.com,1,0.0,Machine Learning,Advanced,1,0,2025-12-03,2025-12-03,Single-Course (1)
U01656,norrisdakota,27,26–35,Male,saragross@outlook.com,12,918.87,Cybersecurity,Advanced,9,3,2025-01-15,2025-12-03,Power Learner (8+)
U01657,lopezjesse,22,18–25,Female,sgreen@yahoo.com,1,0.0,Data Science,Beginner,1,0,2025-01-01,2025-01-01,Single-Course (1)
U01658,spencer81,31,26–35,Female,yyang@hotmail.com,1,177.34,Digital Marketing,Advanced,0,1,2025-09-12,2025-09-12,Single-Course (1)
U01659,brendarodriguez,27,26–35,Female,williamsonwilliam@hotmail.com,3,540.38,Project Management,Beginner,1,2,2025-01-17,2025-11-24,Moderate (2-3)
U01660,clinton81,25,18–25,Female,masoncynthia@gmail.com,2,95.21000000000001,Web Development,Advanced,0,2,2025-04-16,2025-10-07,Moderate (2-3)
U01661,tracywilson,27,26–35,Female,cainangela@hotmail.com,1,0.0,Web Development,Beginner,1,0,2025-10-10,2025-10-10,Single-Course (1)
U01662,dustin08,28,26–35,Male,joseph90@yahoo.com,15,2154.37,Finance,Beginner,8,7,2025-01-26,2025-12-21,Power Learner (8+)
U01663,sandra93,28,26–35,Female,vbooth@gmail.com,2,0.0,Marketing,Beginner,2,0,2025-03-18,2025-04-25,Moderate (2-3)
U01664,sara98,23,18–25,Female,rmayer@yahoo.com,2,415.51,Artificial Intelligence,Intermediate,1,1,2025-11-05,2025-12-11,Moderate (2-3)
U01665,kimberly94,34,26–35,Female,melissa92@gmail.com,4,0.0,Data Science,Beginner,4,0,2025-02-11,2025-09-22,Active (4-7)
U01666,fbarber,28,26–35,Female,donna63@hotmail.com,14,589.19,Design,Advanced,10,4,2025-01-10,2025-12-13,Power Learner (8+)
U01667,sandrastewart,23,18–25,Female,simpsondonald@yahoo.com,1,0.0,Finance,Advanced,1,0,2025-08-01,2025-08-01,Single-Course (1)
U01668,alambert,27,26–35,Female,stephanievillarreal@yahoo.com,1,0.0,Machine Learning,Beginner,1,0,2025-08-09,2025-08-09,Single-Course (1)
U01669,julie64,30,26–35,Female,oramirez@outlook.com,2,53.86,Finance,Beginner,1,1,2025-09-14,2025-09-15,Moderate (2-3)
U01670,justin64,19,18–25,Male,bwilliamson@outlook.com,1,0.0,Web Development,Beginner,1,0,2025-10-21,2025-10-21,Single-Course (1)
U01671,apugh,25,18–25,Male,egreen@yahoo.com,15,839.9300000000001,Finance,Beginner,10,5,2025-01-10,2025-12-19,Power Learner (8+)
U01672,carolynfriedman,15,<18,Male,santosvictor@hotmail.com,1,0.0,Design,Beginner,1,0,2025-01-17,2025-01-17,Single-Course (1)
U01673,francosusan,16,<18,Male,nataliestrong@gmail.com,1,0.0,Machine Learning,Intermediate,1,0,2025-07-23,2025-07-23,Single-Course (1)
U01674,carl17,27,26–35,Female,kimberly19@yahoo.com,14,1224.0700000000002,Cybersecurity,Beginner,10,4,2025-02-19,2025-11-26,Power Learner (8+)
U01675,douglasthompson,17,<18,Male,samantha32@yahoo.com,1,394.26,Cybersecurity,Intermediate,0,1,2025-08-26,2025-08-26,Single-Course (1)
U01676,odunn,22,18–25,Male,kennethfloyd@yahoo.com,1,0.0,Marketing,Advanced,1,0,2025-09-27,2025-09-27,Single-Course (1)
U01677,mistypowell,22,18–25,Male,tammy35@yahoo.com,2,0.0,Business,Advanced,2,0,2025-03-07,2025-10-13,Moderate (2-3)
U01678,christina89,31,26–35,Female,upierce@hotmail.com,1,0.0,Machine Learning,Intermediate,1,0,2025-07-23,2025-07-23,Single-Course (1)
U01679,collinstracy,16,<18,Female,wcarpenter@gmail.com,1,0.0,Design,Advanced,1,0,2025-08-22,2025-08-22,Single-Course (1)
U01680,slynch,30,26–35,Male,chankayla@yahoo.com,1,0.0,Business,Advanced,1,0,2025-04-06,2025-04-06,Single-Course (1)
U01681,brownryan,33,26–35,Male,rthompson@hotmail.com,1,0.0,Project Management,Intermediate,1,0,2025-01-25,2025-01-25,Single-Course (1)
U01682,josephbrown,21,18–25,Male,rogersmelissa@gmail.com,2,0.0,Digital Marketing,Beginner,2,0,2025-08-05,2025-11-02,Moderate (2-3)
U01683,christywoods,19,18–25,Female,powellandrew@gmail.com,1,326.02,Business,Intermediate,0,1,2025-10-06,2025-10-06,Single-Course (1)
U01684,meganwhite,26,26–35,Female,bryan07@gmail.com,2,0.0,Cybersecurity,Advanced,2,0,2025-06-29,2025-07-24,Moderate (2-3)
U01685,jameslarson,26,26–35,Female,xvang@hotmail.com,1,0.0,Machine Learning,Intermediate,1,0,2025-06-26,2025-06-26,Single-Course (1)
U01686,nathan53,32,26–35,Male,stacie37@yahoo.com,1,0.0,Marketing,Advanced,1,0,2025-11-16,2025-11-16,Single-Course (1)
U01687,dianaburnett,23,18–25,Female,cynthiahall@hotmail.com,2,0.0,Marketing,Advanced,2,0,2025-06-09,2025-09-17,Moderate (2-3)
U01688,valeriegalvan,28,26–35,Female,millerzachary@gmail.com,2,0.0,Marketing,Beginner,2,0,2025-01-15,2025-03-26,Moderate (2-3)
U01689,burnsjoel,30,26–35,Female,james38@outlook.com,1,0.0,Web Development,Beginner,1,0,2025-08-11,2025-08-11,Single-Course (1)
U01690,lori78,27,26–35,Male,ryandavila@yahoo.com,4,0.0,Artificial Intelligence,Beginner,4,0,2025-02-21,2025-09-16,Active (4-7)
U01691,morantoni,22,18–25,Male,tiffany52@gmail.com,1,37.89,Web Development,Advanced,0,1,2025-01-11,2025-01-11,Single-Course (1)
U01692,davidsonmark,26,26–35,Male,ofletcher@hotmail.com,12,1372.26,Artificial Intelligence,Beginner,7,5,2025-03-15,2025-12-29,Power Learner (8+)
U01693,samantha22,21,18–25,Male,aweeks@yahoo.com,2,276.37,Design,Advanced,1,1,2025-04-12,2025-08-11,Moderate (2-3)
U01694,david68,35,26–35,Male,dianacordova@gmail.com,1,342.61,Project Management,Intermediate,0,1,2025-04-10,2025-04-10,Single-Course (1)
U01695,christine15,32,26–35,Male,jvega@gmail.com,13,1458.1599999999999,Design,Intermediate,7,6,2025-03-15,2025-11-26,Power Learner (8+)
U01696,james12,31,26–35,Female,aguilarmelissa@gmail.com,2,327.99,Digital Marketing,Beginner,1,1,2025-09-17,2025-10-23,Moderate (2-3)
U01697,whicks,35,26–35,Male,connerjennifer@outlook.com,1,0.0,Digital Marketing,Beginner,1,0,2025-03-30,2025-03-30,Single-Course (1)
U01698,billyrivera,28,26–35,Female,amberwalton@hotmail.com,1,0.0,Machine Learning,Beginner,1,0,2025-09-11,2025-09-11,Single-Course (1)
U01699,michael90,23,18–25,Female,evansdaniel@outlook.com,1,0.0,Finance,Intermediate,1,0,2025-02-19,2025-02-19,Single-Course (1)
U01700,pagemichelle,25,18–25,Female,costalori@hotmail.com,1,326.02,Business,Intermediate,0,1,2025-11-28,2025-11-28,Single-Course (1)
U01701,tracy73,22,18–25,Male,jeannevargas@yahoo.com,1,117.68,Data Science,Advanced,0,1,2025-11-04,2025-11-04,Single-Course (1)
U01702,ronaldalexander,21,18–25,Female,jack38@gmail.com,14,957.02,Business,Beginner,10,4,2025-01-19,2025-11-16,Power Learner (8+)
U01703,hhogan,21,18–25,Male,conleyshawn@outlook.com,3,487.92,Business,Advanced,2,1,2025-02-09,2025-08-14,Moderate (2-3)
U01704,ojohnston,30,26–35,Female,yvelasquez@hotmail.com,2,89.59,Artificial Intelligence,Beginner,1,1,2025-05-15,2025-05-30,Moderate (2-3)
U01705,riddleryan,28,26–35,Male,melissapierce@outlook.com,1,472.28,Programming,Beginner,0,1,2025-02-04,2025-02-04,Single-Course (1)
U01706,zcarter,17,<18,Female,wallacejoseph@hotmail.com,1,0.0,Programming,Beginner,1,0,2025-09-28,2025-09-28,Single-Course (1)
U01707,brettcampbell,32,26–35,Male,ypreston@outlook.com,3,119.04,Cybersecurity,Beginner,2,1,2025-05-20,2025-09-15,Moderate (2-3)
U01708,ymorton,22,18–25,Male,gibsonlori@hotmail.com,14,1615.2200000000003,Finance,Intermediate,7,7,2025-01-10,2025-11-14,Power Learner (8+)
U01709,klandry,35,26–35,Female,smithlucas@gmail.com,1,0.0,Digital Marketing,Beginner,1,0,2025-02-05,2025-02-05,Single-Course (1)
U01710,amandajackson,32,26–35,Male,johnsonwilliam@gmail.com,1,394.26,Cybersecurity,Intermediate,0,1,2025-08-17,2025-08-17,Single-Course (1)
U01711,kyleharris,15,<18,Female,timothy04@gmail.com,1,53.86,Finance,Beginner,0,1,2025-09-08,2025-09-08,Single-Course (1)
U01712,millerkevin,30,26–35,Male,vrose@hotmail.com,1,0.0,Finance,Advanced,1,0,2025-01-25,2025-01-25,Single-Course (1)
U01713,dholland,15,<18,Male,alec88@gmail.com,4,451.58,Cybersecurity,Intermediate,2,2,2025-03-02,2025-12-22,Active (4-7)
U01714,patricia40,24,18–25,Female,hwebb@outlook.com,1,0.0,Data Science,Intermediate,1,0,2025-05-02,2025-05-02,Single-Course (1)
U01715,edwardsjose,27,26–35,Male,vincent79@outlook.com,1,0.0,Design,Beginner,1,0,2025-07-16,2025-07-16,Single-Course (1)
U01716,asalinas,22,18–25,Female,michelle32@outlook.com,1,57.32,Web Development,Advanced,0,1,2025-09-03,2025-09-03,Single-Course (1)
U01717,heather15,20,18–25,Male,calebflores@hotmail.com,1,299.57,Data Science,Beginner,0,1,2025-05-15,2025-05-15,Single-Course (1)
U01718,michelledecker,23,18–25,Male,kevin26@yahoo.com,1,0.0,Design,Advanced,1,0,2025-05-28,2025-05-28,Single-Course (1)
U01719,ooliver,32,26–35,Female,reesekathy@outlook.com,1,119.04,Finance,Intermediate,0,1,2025-11-20,2025-11-20,Single-Course (1)
U01720,stoutaustin,21,18–25,Female,jeanne53@hotmail.com,15,1655.97,Data Science,Beginner,9,6,2025-01-01,2025-12-28,Power Learner (8+)
U01721,lperry,15,<18,Female,johnbarry@outlook.com,10,810.29,Web Development,Advanced,6,4,2025-02-25,2025-11-19,Power Learner (8+)
U01722,dale82,30,26–35,Female,seanreynolds@outlook.com,1,0.0,Machine Learning,Advanced,1,0,2025-08-20,2025-08-20,Single-Course (1)
U01723,maryharrison,32,26–35,Female,stephaniedixon@outlook.com,1,0.0,Design,Advanced,1,0,2025-10-05,2025-10-05,Single-Course (1)
U01724,juan81,17,<18,Male,scottmendoza@hotmail.com,16,1227.77,Design,Advanced,13,3,2025-01-01,2025-12-20,Power Learner (8+)
U01725,klinekevin,33,26–35,Male,wernerjonathan@hotmail.com,2,0.0,Design,Beginner,2,0,2025-05-08,2025-07-15,Moderate (2-3)
U01726,qschwartz,32,26–35,Female,chelseycoleman@gmail.com,13,1008.6800000000001,Design,Advanced,7,6,2025-03-12,2025-12-26,Power Learner (8+)
U01727,zachary70,15,<18,Female,melindajones@outlook.com,1,0.0,Cybersecurity,Intermediate,1,0,2025-03-02,2025-03-02,Single-Course (1)
U01728,lmclaughlin,33,26–35,Female,charlescooley@outlook.com,2,0.0,Design,Beginner,2,0,2025-06-23,2025-12-06,Moderate (2-3)
U01729,michael78,29,26–35,Female,dwayne77@yahoo.com,15,2400.0499999999997,Project Management,Advanced,7,8,2025-01-07,2025-12-02,Power Learner (8+)
U01730,blackkarl,27,26–35,Female,gbarton@yahoo.com,1,0.0,Design,Advanced,1,0,2025-08-14,2025-08-14,Single-Course (1)
U01731,andrewreed,28,26–35,Male,michaelbrown@hotmail.com,1,0.0,Finance,Intermediate,1,0,2025-01-07,2025-01-07,Single-Course (1)
U01732,xferrell,17,<18,Female,woodjames@outlook.com,2,0.0,Design,Intermediate,2,0,2025-01-25,2025-08-05,Moderate (2-3)
U01733,jeffreyprice,20,18–25,Female,bgreen@yahoo.com,4,575.94,Data Science,Intermediate,2,2,2025-04-26,2025-06-29,Active (4-7)
U01734,oortega,29,26–35,Male,tommy76@yahoo.com,3,445.06,Business,Intermediate,1,2,2025-05-08,2025-07-12,Moderate (2-3)
U01735,brentanderson,29,26–35,Male,alexisbird@gmail.com,1,57.32,Web Development,Advanced,0,1,2025-06-24,2025-06-24,Single-Course (1)
U01736,leah74,17,<18,Male,mark33@yahoo.com,1,0.0,Data Science,Intermediate,1,0,2025-02-03,2025-02-03,Single-Course (1)
U01737,scottnelson,23,18–25,Male,daltonandrews@outlook.com,1,0.0,Programming,Beginner,1,0,2025-12-10,2025-12-10,Single-Course (1)
U01738,aortiz,16,<18,Female,qgraham@outlook.com,1,0.0,Design,Advanced,1,0,2025-09-08,2025-09-08,Single-Course (1)
U01739,mauriceponce,19,18–25,Male,apalmer@hotmail.com,1,0.0,Marketing,Advanced,1,0,2025-10-04,2025-10-04,Single-Course (1)
U01740,johnbridges,20,18–25,Male,claudiafox@outlook.com,1,0.0,Marketing,Advanced,1,0,2025-11-18,2025-11-18,Single-Course (1)
U01741,uadams,30,26–35,Male,jonessteven@yahoo.com,2,0.0,Data Science,Beginner,2,0,2025-03-24,2025-08-10,Moderate (2-3)
U01742,lyork,30,26–35,Female,psmith@yahoo.com,2,0.0,Finance,Beginner,2,0,2025-07-05,2025-12-06,Moderate (2-3)
U01743,mhunter,15,<18,Male,wagnerjerry@yahoo.com,1,0.0,Machine Learning,Advanced,1,0,2025-11-30,2025-11-30,Single-Course (1)
U01744,john10,22,18–25,Male,kingcourtney@yahoo.com,4,665.26,Business,Intermediate,2,2,2025-04-15,2025-07-09,Active (4-7)
U01745,jasonwatts,21,18–25,Female,wvilla@yahoo.com,13,1622.6399999999999,Data Science,Beginner,7,6,2025-02-14,2025-11-15,Power Learner (8+)
U01746,jodiortega,24,18–25,Male,nathaniel40@outlook.com,14,1607.25,Digital Marketing,Beginner,8,6,2025-01-23,2025-12-06,Power Learner (8+)
U01747,kyle18,19,18–25,Female,derrickkelley@hotmail.com,4,177.34,Digital Marketing,Intermediate,3,1,2025-02-22,2025-09-15,Active (4-7)
U01748,williamsadam,22,18–25,Male,joseph49@outlook.com,1,394.26,Cybersecurity,Intermediate,0,1,2025-12-13,2025-12-13,Single-Course (1)
U01749,fmiles,31,26–35,Female,james11@hotmail.com,1,276.37,Design,Advanced,0,1,2025-10-07,2025-10-07,Single-Course (1)
U01750,stephanieshaw,24,18–25,Male,victoria11@gmail.com,4,627.6600000000001,Business,Beginner,2,2,2025-01-30,2025-08-16,Active (4-7)
U01751,mcbridepatrick,25,18–25,Female,brandon18@yahoo.com,1,0.78,Machine Learning,Advanced,0,1,2025-03-19,2025-03-19,Single-Course (1)
U01752,johnharris,34,26–35,Female,kimvincent@outlook.com,4,301.98,Artificial Intelligence,Advanced,2,2,2025-03-10,2025-12-02,Active (4-7)
U01753,kirbyelijah,17,<18,Female,biancaarmstrong@yahoo.com,1,0.0,Business,Advanced,1,0,2025-09-05,2025-09-05,Single-Course (1)
U01754,qdiaz,22,18–25,Male,henglish@yahoo.com,1,0.0,Artificial Intelligence,Beginner,1,0,2025-06-29,2025-06-29,Single-Course (1)
U01755,andrewskelly,26,26–35,Female,michellereyes@outlook.com,1,285.05,Business,Beginner,0,1,2025-11-24,2025-11-24,Single-Course (1)
U01756,uortiz,21,18–25,Male,anita87@gmail.com,2,0.0,Machine Learning,Beginner,2,0,2025-01-27,2025-03-30,Moderate (2-3)
U01757,ycarter,26,26–35,Female,mariah38@hotmail.com,1,0.0,Programming,Beginner,1,0,2025-08-18,2025-08-18,Single-Course (1)
U01758,yhall,16,<18,Female,anelson@yahoo.com,1,326.02,Business,Intermediate,0,1,2025-08-07,2025-08-07,Single-Course (1)
U01759,pwebster,21,18–25,Male,scott26@outlook.com,1,276.37,Design,Advanced,0,1,2025-03-11,2025-03-11,Single-Course (1)
U01760,eric06,19,18–25,Male,smoreno@gmail.com,1,490.9,Artificial Intelligence,Beginner,0,1,2025-07-06,2025-07-06,Single-Course (1)
U01761,mark03,31,26–35,Male,gabriel32@yahoo.com,2,0.0,Business,Intermediate,2,0,2025-02-12,2025-09-25,Moderate (2-3)
U01762,dustin24,33,26–35,Male,reeveschristopher@yahoo.com,15,1427.04,Marketing,Advanced,9,6,2025-04-20,2025-12-16,Power Learner (8+)
U01763,sharon32,24,18–25,Male,jimmy75@outlook.com,1,248.1,Artificial Intelligence,Beginner,0,1,2025-07-30,2025-07-30,Single-Course (1)
U01764,cowanaustin,30,26–35,Male,gomezjennifer@hotmail.com,2,285.05,Business,Beginner,1,1,2025-08-02,2025-10-20,Moderate (2-3)
U01765,patrick83,24,18–25,Female,lwilliamson@yahoo.com,1,0.0,Marketing,Advanced,1,0,2025-07-23,2025-07-23,Single-Course (1)
U01766,michaelmiller,33,26–35,Female,jamie43@hotmail.com,3,623.0799999999999,Cybersecurity,Advanced,1,2,2025-03-02,2025-07-05,Moderate (2-3)
U01767,thomas29,15,<18,Female,housestephen@yahoo.com,1,0.0,Digital Marketing,Beginner,1,0,2025-03-06,2025-03-06,Single-Course (1)
U01768,turnercorey,26,26–35,Female,paul81@outlook.com,2,0.0,Cybersecurity,Intermediate,2,0,2025-04-30,2025-09-04,Moderate (2-3)
U01769,khanrenee,15,<18,Male,kirkwagner@gmail.com,4,53.86,Digital Marketing,Beginner,3,1,2025-01-30,2025-08-21,Active (4-7)
U01770,daviselizabeth,22,18–25,Female,bryantmichael@outlook.com,2,0.0,Cybersecurity,Beginner,2,0,2025-03-22,2025-09-27,Moderate (2-3)
U01771,calebmorgan,21,18–25,Male,baileymax@gmail.com,3,347.48999999999995,Design,Advanced,1,2,2025-02-19,2025-08-18,Moderate (2-3)
U01772,elizabethrodriguez,32,26–35,Female,uburns@outlook.com,1,0.0,Marketing,Advanced,1,0,2025-03-16,2025-03-16,Single-Course (1)
U01773,tanya67,17,<18,Male,ernestgregory@outlook.com,16,2596.5400000000004,Artificial Intelligence,Beginner,6,10,2025-01-21,2025-12-03,Power Learner (8+)
U01774,holly96,17,<18,Male,stephen91@outlook.com,1,0.0,Cybersecurity,Beginner,1,0,2025-08-02,2025-08-02,Single-Course (1)
U01775,nancyhart,31,26–35,Female,carterlisa@outlook.com,2,0.0,Design,Beginner,2,0,2025-03-23,2025-05-23,Moderate (2-3)
U01776,websterkaren,30,26–35,Female,robertclayton@hotmail.com,2,0.0,Business,Beginner,2,0,2025-05-03,2025-11-09,Moderate (2-3)
U01777,justin83,27,26–35,Male,kimberly25@hotmail.com,1,0.0,Web Development,Beginner,1,0,2025-12-09,2025-12-09,Single-Course (1)
U01778,phillip31,24,18–25,Female,robertnavarro@outlook.com,2,0.0,Data Science,Beginner,2,0,2025-04-11,2025-06-23,Moderate (2-3)
U01779,sarahtrujillo,31,26–35,Male,jeremy60@yahoo.com,1,0.0,Marketing,Intermediate,1,0,2025-01-04,2025-01-04,Single-Course (1)
U01780,smithtimothy,27,26–35,Male,rblair@hotmail.com,1,346.71,Project Management,Advanced,0,1,2025-09-22,2025-09-22,Single-Course (1)
U01781,cortezmorgan,30,26–35,Male,lhuynh@gmail.com,1,0.0,Project Management,Intermediate,1,0,2025-09-08,2025-09-08,Single-Course (1)
U01782,david48,17,<18,Female,martinmatthew@yahoo.com,1,0.0,Programming,Beginner,1,0,2025-09-07,2025-09-07,Single-Course (1)
U01783,mcconnellerica,28,26–35,Male,ellismark@yahoo.com,3,57.32,Business,Advanced,2,1,2025-08-22,2025-11-11,Moderate (2-3)
U01784,ccarr,32,26–35,Female,richardbarnes@gmail.com,1,119.04,Finance,Intermediate,0,1,2025-10-15,2025-10-15,Single-Course (1)
